StateID,TemporalPropertyID,BinID,BinLow,BinHigh,BinLowScore
1.0,1.0,0.0,-inf,inf,
2.0,4.0,0.0,-inf,inf,
3.0,5.0,0.0,-inf,inf,
4.0,6.0,0.0,-inf,28.35241746044484,
5.0,6.0,1.0,28.35241746044484,36.97580155080278,
6.0,6.0,2.0,36.97580155080278,43.89655172413793,
7.0,6.0,3.0,43.89655172413793,50.81730189747308,
8.0,6.0,4.0,50.81730189747308,59.44068598783102,
9.0,6.0,5.0,59.44068598783102,inf,
10.0,39.0,0.0,-inf,6.18484832336811,
11.0,39.0,1.0,6.18484832336811,6.988125189101254,
12.0,39.0,2.0,6.988125189101254,7.632800000000002,
13.0,39.0,3.0,7.632800000000002,8.27747481089875,
14.0,39.0,4.0,8.27747481089875,9.080751676631895,
15.0,39.0,5.0,9.080751676631895,inf,
16.0,40.0,0.0,-inf,80.22549861679101,
17.0,40.0,1.0,80.22549861679101,86.22283592795164,
18.0,40.0,2.0,86.22283592795164,91.03603603603604,
19.0,40.0,3.0,91.03603603603604,95.84923614412044,
20.0,40.0,4.0,95.84923614412044,101.84657345528106,
21.0,40.0,5.0,101.84657345528106,inf,
22.0,41.0,0.0,-inf,149.60729093961427,
23.0,41.0,1.0,149.60729093961427,158.58763843536767,
24.0,41.0,2.0,158.58763843536767,165.7948717948718,
25.0,41.0,3.0,165.7948717948718,173.00210515437593,
26.0,41.0,4.0,173.00210515437593,181.98245265012932,
27.0,41.0,5.0,181.98245265012932,inf,
28.0,42.0,0.0,-inf,96.17523320733892,
29.0,42.0,1.0,96.17523320733892,126.37606218592504,
30.0,42.0,2.0,126.37606218592504,150.6139240506329,
31.0,42.0,3.0,150.6139240506329,174.85178591534077,
32.0,42.0,4.0,174.85178591534077,205.0526148939269,
33.0,42.0,5.0,205.0526148939269,inf,
34.0,43.0,0.0,-inf,3.9322818086582316,
35.0,43.0,1.0,3.9322818086582316,4.066074875290745,
36.0,43.0,2.0,4.066074875290745,4.173451327433628,
37.0,43.0,3.0,4.173451327433628,4.28082777957651,
38.0,43.0,4.0,4.28082777957651,4.414620846209024,
39.0,43.0,5.0,4.414620846209024,inf,
40.0,44.0,0.0,-inf,1.0191922247849126,
41.0,44.0,1.0,1.0191922247849126,1.0767292710147216,
42.0,44.0,2.0,1.0767292710147216,1.1229059829059829,
43.0,44.0,3.0,1.1229059829059829,1.169082694797244,
44.0,44.0,4.0,1.169082694797244,1.2266197410270532,
45.0,44.0,5.0,1.2266197410270532,inf,
46.0,55.0,0.0,-inf,inf,
